"Nome","Hostname","IP","Status","Grupo"
"TELECONTROLE_PGR_redeB","TELECONTROLE_PGR_redeB","172.20.199.126","Desabilitado",""
"TELECONTROLE_PGR_redeA","TELECONTROLE_PGR_redeA","172.20.199.254","Desabilitado",""
"TELECONTROLE_PIN2_redeB","TELECONTROLE_PIN2_redeB","172.20.169.126","Desabilitado",""
"TELECONTROLE_PIN2_redeA","TELECONTROLE_PIN2_redeA","172.20.169.254","Desabilitado",""
"TELECONTROLE_PME_1_redeB","TELECONTROLE_PME_1_redeB","172.16.92.62","Desabilitado",""
"TELECONTROLE_PME_1_redeA","TELECONTROLE_PME_1_redeA","172.16.92.190","Desabilitado",""
"TELECONTROLE_PME_2_redeB","TELECONTROLE_PME_2_redeB","172.20.161.126","Desabilitado",""
"TELECONTROLE_PME_2_redeA","TELECONTROLE_PME_2_redeA","172.20.161.254","Desabilitado",""
"TELECONTROLE_PNO_FW_redeB","TELECONTROLE_PNO_FW_redeB","172.20.153.126","Desabilitado",""
"TELECONTROLE_PNO_FW_redeA","TELECONTROLE_PNO_FW_redeA","172.20.153.254","Desabilitado",""
"TELECONTROLE_QUI_redeB","TELECONTROLE_QUI_redeB","172.20.156.126","Desabilitado",""
"TELECONTROLE_QUI_redeA","TELECONTROLE_QUI_redeA","172.20.156.254","Desabilitado",""
"TELECONTROLE_SCR1_redeB","TELECONTROLE_SCR1_redeB","172.16.92.126","Desabilitado",""
"TELECONTROLE_SCR1_redeA","TELECONTROLE_SCR1_redeA","172.16.92.254","Desabilitado",""
"TELECONTROLE_SDI_redeB","TELECONTROLE_SDI_redeB","172.20.210.126","Desabilitado",""
"TELECONTROLE_SDI_redeA","TELECONTROLE_SDI_redeA","172.20.210.254","Desabilitado",""
"TELECONTROLE_SID_redeB","TELECONTROLE_SID_redeB","172.20.151.126","Desabilitado",""
"TELECONTROLE_SID_redeA","TELECONTROLE_SID_redeA","172.20.151.254","Desabilitado",""
"TELECONTROLE_SMA3_redeB","TELECONTROLE_SMA3_redeB","172.20.190.126","Desabilitado",""
"TELECONTROLE_SMA3_redeA","TELECONTROLE_SMA3_redeA","172.20.190.254","Desabilitado",""
"TELECONTROLE_SOS_redeB","TELECONTROLE_SOS_redeB","172.16.76.126","Desabilitado",""
"TELECONTROLE_SOS_redeA","TELECONTROLE_SOS_redeA","172.16.76.254","Desabilitado",""
"TELECONTROLE_SPA2_FW_redeB","TELECONTROLE_SPA2_FW_redeB","172.20.152.126","Desabilitado",""
"TELECONTROLE_SPA2_FW_redeA","TELECONTROLE_SPA2_FW_redeA","172.20.152.254","Desabilitado",""
"TELECONTROLE_SSA_redeB","TELECONTROLE_SSA_redeB","172.16.70.62","Desabilitado",""
"TELECONTROLE_SSA_redeA","TELECONTROLE_SSA_redeA","172.16.70.126","Desabilitado",""
"TELECONTROLE_STA_redeB","TELECONTROLE_STA_redeB","172.16.91.126","Desabilitado",""
"TELECONTROLE_STA_redeA","TELECONTROLE_STA_redeA","172.16.91.254","Desabilitado",""
"TELECONTROLE_TPR2_redeB","TELECONTROLE_TPR2_redeB","172.16.97.190","Desabilitado",""
"TELECONTROLE_TPR2_redeA","TELECONTROLE_TPR2_redeA","172.16.97.254","Desabilitado",""
"TELECONTROLE_UHBC_redeB","TELECONTROLE_UHBC_redeB","172.20.0.254","Desabilitado",""
"TELECONTROLE_UHBC_redeA","TELECONTROLE_UHBC_redeA","172.20.1.254","Desabilitado",""
"TELECONTROLE_UHJB_redeB","TELECONTROLE_UHJB_redeB","172.20.24.254","Desabilitado",""
"TELECONTROLE_UHJB_redeA","TELECONTROLE_UHJB_redeA","172.20.25.254","Desabilitado",""
"TELECONTROLE_UHPJ_redeB","TELECONTROLE_UHPJ_redeB","172.20.6.254","Desabilitado",""
"TELECONTROLE_UHPJ_redeA","TELECONTROLE_UHPJ_redeA","172.20.7.254","Desabilitado",""
"TELECONTROLE_UHSD_redeB","TELECONTROLE_UHSD_redeB","172.20.12.254","Desabilitado",""
"TELECONTROLE_UHSD_redeA","TELECONTROLE_UHSD_redeA","172.20.13.254","Desabilitado",""
"TELECONTROLE_VIN_redeB","TELECONTROLE_VIN_redeB","172.20.178.126","Desabilitado",""
"TELECONTROLE_VIN_redeA","TELECONTROLE_VIN_redeA","172.20.178.254","Desabilitado",""
"TELECONTROLE_VMT_redeB","TELECONTROLE_VMT_redeB","172.20.182.126","Desabilitado",""
"TELECONTROLE_VMT_redeA","TELECONTROLE_VMT_redeA","172.20.182.254","Desabilitado",""
"TELECONTROLE_XAN_redeB","TELECONTROLE_XAN_redeB","172.16.78.62","Desabilitado",""
"TELECONTROLE_XAN_redeA","TELECONTROLE_XAN_redeA","172.16.78.126","Desabilitado",""
"TELECONTROLE_YTA_redeB","TELECONTROLE_YTA_redeB","172.16.78.190","Desabilitado",""
"TELECONTROLE_YTA_redeA","TELECONTROLE_YTA_redeA","172.16.78.254","Desabilitado",""
"TELECONTROLE_ABT","TELECONTROLE_ABT","172.20.166.126","Desabilitado",""
"TELECONTROLE_ANA","TELECONTROLE_ANA","172.16.97.62","Desabilitado",""
"TELECONTROLE_ARE","TELECONTROLE_ARE","172.30.33.1","Desabilitado",""
"TELECONTROLE_ARE_FW","TELECONTROLE_ARE_FW","172.30.33.21","Desabilitado",""
"TELECONTROLE_ASS","TELECONTROLE_ASS","172.20.135.126","Desabilitado",""
"TELECONTROLE_ATL2","TELECONTROLE_ATL2","172.16.87.126","Desabilitado",""
"TELECONTROLE_BIG","TELECONTROLE_BIG","172.30.29.1","Desabilitado",""
"TELECONTROLE_BIG_FW","TELECONTROLE_BIG_FW","172.30.29.21","Desabilitado",""
"TELECONTROLE_BLU","TELECONTROLE_BLU","172.30.65.1","Desabilitado",""
"TELECONTROLE_BLU_FW","TELECONTROLE_BLU_FW","172.30.65.21","Desabilitado",""
"TELECONTROLE_CAM3","TELECONTROLE_CAM3","172.20.154.126","Desabilitado",""
"TELECONTROLE_CAN","TELECONTROLE_CAN","172.16.74.62","Desabilitado",""
"TELECONTROLE_CAX5","TELECONTROLE_CAX5","172.16.79.62","Desabilitado",""
"TELECONTROLE_CAX6","TELECONTROLE_CAX6","172.20.136.126","Desabilitado",""
"TELECONTROLE_CAX","TELECONTROLE_CAX","172.16.79.190","Desabilitado",""
"TELECONTROLE_CBA","TELECONTROLE_CBA","172.16.74.190","Desabilitado",""
"TELECONTROLE_CCH","TELECONTROLE_CCH","172.20.20.254","Desabilitado",""
"TELECONTROLE_CGR","TELECONTROLE_CGR","172.20.221.126","Desabilitado",""
"TELECONTROLE_CHA","TELECONTROLE_CHA","172.16.86.62","Desabilitado",""
"TELECONTROLE_CMO","TELECONTROLE_CMO","172.16.95.62","Desabilitado",""
"TELECONTROLE_CNG2","TELECONTROLE_CNG2","172.20.222.126","Desabilitado",""
"TELECONTROLE_CNO","TELECONTROLE_CNO","172.30.64.1","Desabilitado",""
"TELECONTROLE_CNO_FW","TELECONTROLE_CNO_FW","172.31.64.21","Desabilitado",""
"TELECONTROLE_CTA","TELECONTROLE_CTA","172.20.160.126","Desabilitado",""
"TELECONTROLE_CVO","TELECONTROLE_CVO","172.20.207.126","Desabilitado",""
"TELECONTROLE_DOU","TELECONTROLE_DOU","172.20.176.126","Desabilitado",""
"TELECONTROLE_DRO","TELECONTROLE_DRO","172.16.99.190","Desabilitado",""
"TELECONTROLE_FAR","TELECONTROLE_FAR","172.16.83.62","Desabilitado",""
"TELECONTROLE_FCO","TELECONTROLE_FCO","172.20.141.126","Desabilitado",""
"TELECONTROLE_FHA","TELECONTROLE_FHA","172.20.131.126","Desabilitado",""
"TELECONTROLE_GAR1","TELECONTROLE_GAR1","172.20.139.126","Desabilitado",""
"TELECONTROLE_GAS2","TELECONTROLE_GAS2","172.20.167.126","Desabilitado",""
"TELECONTROLE_GRA3","TELECONTROLE_GRA3","172.16.88.126","Desabilitado",""
"TELECONTROLE_GRA","TELECONTROLE_GRA","172.16.75.190","Desabilitado",""
"TELECONTROLE_GRT","TELECONTROLE_GRT","172.20.142.126","Desabilitado",""
"TELECONTROLE_GUA3","TELECONTROLE_GUA3","172.20.191.126","Desabilitado",""
"TELECONTROLE_GUA","TELECONTROLE_GUA","172.20.208.126","Desabilitado",""
"TELECONTROLE_GUO","TELECONTROLE_GUO","172.20.197.126","Desabilitado",""
"TELECONTROLE_IJU2","TELECONTROLE_IJU2","172.20.137.126","Desabilitado",""
"TELECONTROLE_IRN","TELECONTROLE_IRN","172.20.198.126","Desabilitado",""
"TELECONTROLE_ITJ","TELECONTROLE_ITJ","172.16.82.190","Desabilitado",""
"TELECONTROLE_ITR","TELECONTROLE_ITR","172.20.26.254","Desabilitado",""
"TELECONTROLE_IVI2","TELECONTROLE_IVI2","172.20.168.126","Desabilitado",""
"TELECONTROLE_IVP","TELECONTROLE_IVP","172.16.76.62","Desabilitado",""
"TELECONTROLE_JLAB","TELECONTROLE_JLAB","172.16.85.126","Desabilitado",""
"TELECONTROLE_JNO","TELECONTROLE_JNO","172.20.146.126","Desabilitado",""
"TELECONTROLE_JOI","TELECONTROLE_JOI","172.16.86.190","Desabilitado",""
"TELECONTROLE_LGR","TELECONTROLE_LGR","172.20.211.126","Desabilitado",""
"TELECONTROLE_LIV3","TELECONTROLE_LIV3","172.20.224.126","Desabilitado",""
"TELECONTROLE_LNA_redeB","TELECONTROLE_LNA_redeB","172.20.157.126","Desabilitado",""
"TELECONTROLE_LNA_redeA","TELECONTROLE_LNA_redeA","172.20.157.254","Desabilitado",""
"TELECONTROLE_LNA","TELECONTROLE_LNA","172.20.157.126","Desabilitado",""
"TELECONTROLE_LNS","TELECONTROLE_LNS","172.20.200.126","Desabilitado",""
"TELECONTROLE_LON","TELECONTROLE_LON","172.30.32.1","Desabilitado",""
"TELECONTROLE_LON_FW","TELECONTROLE_LON_FW","172.30.32.21","Desabilitado",""
"TELECONTROLE_MBR3","TELECONTROLE_MBR3","172.20.219.126","Desabilitado",""
"TELECONTROLE_MBR","TELECONTROLE_MBR","172.20.187.126","Desabilitado",""
"TELECONTROLE_MCH","TELECONTROLE_MCH","172.16.73.126","Desabilitado",""
"TELECONTROLE_MCL","TELECONTROLE_MCL","172.16.98.62","Desabilitado",""
"TELECONTROLE_MIM2","TELECONTROLE_MIM2","172.20.218.126","Desabilitado",""
"TELECONTROLE_MIM","TELECONTROLE_MIM","172.20.143.126","Desabilitado",""
"TELECONTROLE_MIS","TELECONTROLE_MIS","172.16.93.62","Desabilitado",""
"TELECONTROLE_MRO2","TELECONTROLE_MRO2","172.30.50.1","Desabilitado",""
"TELECONTROLE_MRO2_FW","TELECONTROLE_MRO2_FW","172.20.155.126","Desabilitado",""
"TELECONTROLE_NPE2","TELECONTROLE_NPE2","172.20.138.126","Desabilitado",""
"TELECONTROLE_NPR2","TELECONTROLE_NPR2","172.20.171.126","Desabilitado",""
"TELECONTROLE_NSR","TELECONTROLE_NSR","172.30.89.1","Desabilitado",""
"TELECONTROLE_NSR_FW","TELECONTROLE_NSR_FW","172.30.89.21","Desabilitado",""
"TELECONTROLE_OSO2","TELECONTROLE_OSO2","172.16.87.254","Desabilitado",""
"TELECONTROLE_PAL","TELECONTROLE_PAL","172.20.201.126","Desabilitado",""
"TELECONTROLE_PFU","TELECONTROLE_PFU","172.16.71.126","Desabilitado",""
"TELECONTROLE_PGR","TELECONTROLE_PGR","172.20.199.126","Desabilitado",""
"TELECONTROLE_PIN2","TELECONTROLE_PIN2","172.20.169.126","Desabilitado",""
"TELECONTROLE_PME_1","TELECONTROLE_PME_1","172.16.92.62","Desabilitado",""
"TELECONTROLE_PME_2","TELECONTROLE_PME_2","172.20.161.126","Desabilitado",""
"TELECONTROLE_PNO","TELECONTROLE_PNO","172.20.153.126","Desabilitado",""
"TELECONTROLE_PNO_FW","TELECONTROLE_PNO_FW","172.30.53.21","Desabilitado",""
"TELECONTROLE_QUI","TELECONTROLE_QUI","172.20.156.126","Desabilitado",""
"TELECONTROLE_SCR1","TELECONTROLE_SCR1","172.16.92.126","Desabilitado",""
"TELECONTROLE_SDI","TELECONTROLE_SDI","172.20.210.126","Desabilitado",""
"TELECONTROLE_SEDE","TELECONTROLE_SEDE","172.30.2.1","Desabilitado",""
"TELECONTROLE_SID","TELECONTROLE_SID","172.20.151.126","Desabilitado",""
"TELECONTROLE_SMA3","TELECONTROLE_SMA3","172.20.190.126","Desabilitado",""
"TELECONTROLE_SOS","TELECONTROLE_SOS","172.16.76.126","Desabilitado",""
"TELECONTROLE_SPA2","TELECONTROLE_SPA2","172.30.46.1","Desabilitado",""
"TELECONTROLE_SPA2_FW","TELECONTROLE_SPA2_FW","172.20.152.126","Desabilitado",""
"TELECONTROLE_SSA","TELECONTROLE_SSA","172.16.70.62","Desabilitado",""
"TELECONTROLE_STA","TELECONTROLE_STA","172.16.91.126","Desabilitado",""
"TELECONTROLE_TPR2","TELECONTROLE_TPR2","172.16.97.190","Desabilitado",""
"TELECONTROLE_UHBC","TELECONTROLE_UHBC","172.20.0.254","Desabilitado",""
"TELECONTROLE_UHJB","TELECONTROLE_UHJB","172.20.24.254","Desabilitado",""
"TELECONTROLE_UHPJ","TELECONTROLE_UHPJ","172.20.6.254","Desabilitado",""
"TELECONTROLE_UHSD","TELECONTROLE_UHSD","172.20.12.254","Desabilitado",""
"TELECONTROLE_VIN","TELECONTROLE_VIN","172.20.178.126","Desabilitado",""
"TELECONTROLE_VMT","TELECONTROLE_VMT","172.20.182.126","Desabilitado",""
"TELECONTROLE_XAN","TELECONTROLE_XAN","172.16.78.62","Desabilitado",""
"TELECONTROLE_YTA","TELECONTROLE_YTA","172.16.78.190","Desabilitado",""
"TELECONTROLE_SEDE_FW","TELECONTROLE_SEDE_FW","172.30.1.11","Desabilitado",""
"TELECONTROLE_SEDE_FW_redeB","TELECONTROLE_SEDE_FW_redeB","172.16.94.254","Desabilitado",""
"TELECONTROLE_SEDE_FW_redeA","TELECONTROLE_SEDE_FW_redeA","172.16.96.254","Desabilitado",""
"TELECONTROLE_ABT_realA","TELECONTROLE_ABT_realA","172.20.166.252","Desabilitado",""
"TELECONTROLE_ABT_realB","TELECONTROLE_ABT_realB","172.20.166.124","Desabilitado",""
"TELECONTROLE_ABT_rgrB","TELECONTROLE_ABT_rgrB","172.20.166.125","Desabilitado",""
"TELECONTROLE_ABT_rgrA","TELECONTROLE_ABT_rgrA","172.20.166.253","Desabilitado",""
"TELECONTROLE_ANA_realB","TELECONTROLE_ANA_realB","172.16.97.60","Desabilitado",""
"TELECONTROLE_ANA_realA","TELECONTROLE_ANA_realA","172.16.97.124","Desabilitado",""
"TELECONTROLE_ANA_rgrB","TELECONTROLE_ANA_rgrB","172.16.97.61","Desabilitado",""
"TELECONTROLE_ANA_rgrA","TELECONTROLE_ANA_rgrA","172.16.97.125","Desabilitado",""
"TELECONTROLE_ASS_realA","TELECONTROLE_ASS_realA","172.20.135.252","Desabilitado",""
"TELECONTROLE_ASS_rgrA","TELECONTROLE_ASS_rgrA","172.20.135.253","Desabilitado",""
"TELECONTROLE_ASS_realB","TELECONTROLE_ASS_realB","172.20.135.124","Desabilitado",""
"TELECONTROLE_ASS_rgrB","TELECONTROLE_ASS_rgrB","172.20.135.125","Desabilitado",""
"TELECONTROLE_ATL2_realB","TELECONTROLE_ATL2_realB","172.16.87.124","Desabilitado",""
"TELECONTROLE_ATL2_rgrB","TELECONTROLE_ATL2_rgrB","172.16.87.123","Desabilitado",""
"TELECONTROLE_ATL2_realA","TELECONTROLE_ATL2_realA","172.20.130.124","Desabilitado",""
"TELECONTROLE_ATL2_rgrA","TELECONTROLE_ATL2_rgrA","172.20.130.123","Desabilitado",""
"TELECONTROLE_CAM3_realB","TELECONTROLE_CAM3_realB","172.20.154.124","Desabilitado",""
"TELECONTROLE_CAM3_realA","TELECONTROLE_CAM3_realA","172.20.154.252","Desabilitado",""
"TELECONTROLE_CAM3_rgrB","TELECONTROLE_CAM3_rgrB","172.20.154.125","Desabilitado",""
"TELECONTROLE_CAM3_rgrA","TELECONTROLE_CAM3_rgrA","172.20.154.253","Desabilitado",""
"TELECONTROLE_CAN_realB","TELECONTROLE_CAN_realB","172.16.74.60","Desabilitado",""
"TELECONTROLE_CAN_realA","TELECONTROLE_CAN_realA","172.16.74.124","Desabilitado",""
"TELECONTROLE_CAN_rgrB","TELECONTROLE_CAN_rgrB","172.16.74.61","Desabilitado",""
"TELECONTROLE_CAN_rgrA","TELECONTROLE_CAN_rgrA","172.16.74.125","Desabilitado",""
"TELECONTROLE_CAX_realB","TELECONTROLE_CAX_realB","172.16.79.188","Desabilitado",""
"TELECONTROLE_CAX_realA","TELECONTROLE_CAX_realA","172.16.79.252","Desabilitado",""
"TELECONTROLE_CAX_rgrB","TELECONTROLE_CAX_rgrB","172.16.79.189","Desabilitado",""
"TELECONTROLE_CAX_rgrA","TELECONTROLE_CAX_rgrA","172.16.79.253","Desabilitado",""
"TELECONTROLE_CAX5_realB","TELECONTROLE_CAX5_realB","172.16.79.60","Desabilitado",""
"TELECONTROLE_CAX5_realA","TELECONTROLE_CAX5_realA","172.16.79.124","Desabilitado",""
"TELECONTROLE_CAX5_rgrB","TELECONTROLE_CAX5_rgrB","172.16.79.61","Desabilitado",""
"TELECONTROLE_CAX5_rgrA","TELECONTROLE_CAX5_rgrA","172.16.79.125","Desabilitado",""
"TELECONTROLE_CAX6_realB","TELECONTROLE_CAX6_realB","172.20.136.124","Desabilitado",""
"TELECONTROLE_CAX6_realA","TELECONTROLE_CAX6_realA","172.20.136.252","Desabilitado",""
"TELECONTROLE_CAX6_rgrA","TELECONTROLE_CAX6_rgrA","172.20.136.253","Desabilitado",""
"TELECONTROLE_CAX6_rgrB","TELECONTROLE_CAX6_rgrB","172.20.136.125","Desabilitado",""
"TELECONTROLE_CBA_realA","TELECONTROLE_CBA_realA","172.16.74.252","Desabilitado",""
"TELECONTROLE_CBA_realB","TELECONTROLE_CBA_realB","172.16.74.188","Desabilitado",""
"TELECONTROLE_CBA_rgrB","TELECONTROLE_CBA_rgrB","172.16.74.189","Desabilitado",""
"TELECONTROLE_CBA_rgrA","TELECONTROLE_CBA_rgrA","172.16.74.253","Desabilitado",""
"TELECONTROLE_CGR_realB","TELECONTROLE_CGR_realB","172.20.221.124","Desabilitado",""
"TELECONTROLE_CGR_realA","TELECONTROLE_CGR_realA","172.20.221.252","Desabilitado",""
"TELECONTROLE_CGR_rgrA","TELECONTROLE_CGR_rgrA","172.20.221.253","Desabilitado",""
"TELECONTROLE_CGR_rgrB","TELECONTROLE_CGR_rgrB","172.20.221.125","Desabilitado",""
"TELECONTROLE_CHA_realB","TELECONTROLE_CHA_realB","172.16.86.60","Desabilitado",""
"TELECONTROLE_CHA_realA","TELECONTROLE_CHA_realA","172.16.86.124","Desabilitado",""
"TELECONTROLE_CHA_rgrA","TELECONTROLE_CHA_rgrA","172.16.86.125","Desabilitado",""
"TELECONTROLE_CHA_rgrB","TELECONTROLE_CHA_rgrB","172.16.86.61","Desabilitado",""
"TELECONTROLE_CMO_realB","TELECONTROLE_CMO_realB","172.16.95.60","Desabilitado",""
"TELECONTROLE_CMO_realA","TELECONTROLE_CMO_realA","172.16.95.252","Desabilitado",""
"TELECONTROLE_CMO_rgrB","TELECONTROLE_CMO_rgrB","172.16.95.61","Desabilitado",""
"TELECONTROLE_CMO_rgrA","TELECONTROLE_CMO_rgrA","172.16.95.253","Desabilitado",""
"TELECONTROLE_CNG2_realB","TELECONTROLE_CNG2_realB","172.20.222.124","Desabilitado",""
"TELECONTROLE_CNG2_realA","TELECONTROLE_CNG2_realA","172.20.222.252","Desabilitado",""
"TELECONTROLE_CNG2_rgrA","TELECONTROLE_CNG2_rgrA","172.20.222.253","Desabilitado",""
"TELECONTROLE_CNG2_rgrB","TELECONTROLE_CNG2_rgrB","172.20.222.125","Desabilitado",""
"TELECONTROLE_CTA_realA","TELECONTROLE_CTA_realA","172.20.160.252","Desabilitado",""
"TELECONTROLE_CTA_realB","TELECONTROLE_CTA_realB","172.20.160.124","Desabilitado",""
"TELECONTROLE_CTA_rgrA","TELECONTROLE_CTA_rgrA","172.20.160.253","Desabilitado",""
"TELECONTROLE_CTA_rgrB","TELECONTROLE_CTA_rgrB","172.20.160.125","Desabilitado",""
"TELECONTROLE_CVO_realA","TELECONTROLE_CVO_realA","172.20.207.252","Desabilitado",""
"TELECONTROLE_CVO_rgrA","TELECONTROLE_CVO_rgrA","172.20.207.253","Desabilitado",""
"TELECONTROLE_CVO_realB","TELECONTROLE_CVO_realB","172.20.207.124","Desabilitado",""
"TELECONTROLE_CVO_rgrB","TELECONTROLE_CVO_rgrB","172.20.207.125","Desabilitado",""
"TELECONTROLE_DOU_realA","TELECONTROLE_DOU_realA","172.20.176.252","Desabilitado",""
"TELECONTROLE_DOU_rgrA","TELECONTROLE_DOU_rgrA","172.20.176.253","Desabilitado",""
"TELECONTROLE_DOU_realB","TELECONTROLE_DOU_realB","172.20.176.124","Desabilitado",""
"TELECONTROLE_DRO_realA","TELECONTROLE_DRO_realA","172.16.99.254","Desabilitado",""
"TELECONTROLE_DRO_redeB","TELECONTROLE_DRO_redeB","172.16.99.188","Desabilitado",""
"TELECONTROLE_DRO_rgrB","TELECONTROLE_DRO_rgrB","172.16.99.189","Desabilitado",""
"TELECONTROLE_DRO_rgrA","TELECONTROLE_DRO_rgrA","172.16.99.253","Desabilitado",""
"TELECONTROLE_FAR_realA","TELECONTROLE_FAR_realA","172.16.83.124","Desabilitado",""
"TELECONTROLE_FAR_realB","TELECONTROLE_FAR_realB","172.16.83.60","Desabilitado",""
"TELECONTROLE_FAR_rgrA","TELECONTROLE_FAR_rgrA","172.16.83.125","Desabilitado",""
"TELECONTROLE_FAR_rgrB","TELECONTROLE_FAR_rgrB","172.16.83.61","Desabilitado",""
"TELECONTROLE_FCO_realB","TELECONTROLE_FCO_realB","172.20.141.124","Desabilitado",""
"TELECONTROLE_FCO_realA","TELECONTROLE_FCO_realA","172.20.141.252","Desabilitado",""
"TELECONTROLE_FCO_rgrA","TELECONTROLE_FCO_rgrA","172.20.141.253","Desabilitado",""
"TELECONTROLE_FCO_rgrB","TELECONTROLE_FCO_rgrB","172.20.141.125","Desabilitado",""
"TELECONTROLE_FHA_realB","TELECONTROLE_FHA_realB","172.20.131.124","Desabilitado",""
"TELECONTROLE_FHA_realA","TELECONTROLE_FHA_realA","172.20.131.252","Desabilitado",""
"TELECONTROLE_FHA_rgrA","TELECONTROLE_FHA_rgrA","172.20.131.253","Desabilitado",""
"TELECONTROLE_FHA_rgrB","TELECONTROLE_FHA_rgrB","172.20.131.125","Desabilitado",""
"TELECONTROLE_GAR1_realB","TELECONTROLE_GAR1_realB","172.20.139.124","Desabilitado",""
"TELECONTROLE_GAR1_realA","TELECONTROLE_GAR1_realA","172.20.139.252","Desabilitado",""
"TELECONTROLE_GAR1_rgrA","TELECONTROLE_GAR1_rgrA","172.20.139.253","Desabilitado",""
"TELECONTROLE_GAR1_rgrB","TELECONTROLE_GAR1_rgrB","172.20.139.125","Desabilitado",""
"TELECONTROLE_GAS2_redeA","TELECONTROLE_GAS2_redeA","172.20.167.252","Desabilitado",""
"TELECONTROLE_GAS2_realB","TELECONTROLE_GAS2_realB","172.20.167.126","Desabilitado",""
"TELECONTROLE_GAS2_rgrA","TELECONTROLE_GAS2_rgrA","172.20.167.253","Desabilitado",""
"TELECONTROLE_GAS2_rgrB","TELECONTROLE_GAS2_rgrB","172.20.167.125","Desabilitado",""
"TELECONTROLE_GRA3_realA","TELECONTROLE_GRA3_realA","172.16.88.252","Desabilitado",""
"TELECONTROLE_GRA3_rgrA","TELECONTROLE_GRA3_rgrA","172.16.88.253","Desabilitado",""
"TELECONTROLE_GRA3_realB","TELECONTROLE_GRA3_realB","172.16.88.124","Desabilitado",""
"TELECONTROLE_GRA3_rgrB","TELECONTROLE_GRA3_rgrB","172.16.88.125","Desabilitado",""
"TELECONTROLE_GRA_realA","TELECONTROLE_GRA_realA","172.16.75.252","Desabilitado",""
"TELECONTROLE_GRA_realB","TELECONTROLE_GRA_realB","172.16.75.188","Desabilitado",""
"TELECONTROLE_GRA_rgrA","TELECONTROLE_GRA_rgrA","172.16.75.253","Desabilitado",""
"TELECONTROLE_GRA_rgrB","TELECONTROLE_GRA_rgrB","172.16.75.189","Desabilitado",""
"TELECONTROLE_GRT_rgrA","TELECONTROLE_GRT_rgrA","172.20.142.253","Desabilitado",""
"TELECONTROLE_GRT_realA","TELECONTROLE_GRT_realA","172.20.142.252","Desabilitado",""
"TELECONTROLE_GRT_realB","TELECONTROLE_GRT_realB","172.20.142.124","Desabilitado",""
"TELECONTROLE_GRT_rgrB","TELECONTROLE_GRT_rgrB","172.20.142.125","Desabilitado",""
"TELECONTROLE_GUA3_rgrA","TELECONTROLE_GUA3_rgrA","172.20.191.253","Desabilitado",""
"TELECONTROLE_GUA3_realA","TELECONTROLE_GUA3_realA","172.20.191.252","Desabilitado",""
"TELECONTROLE_GUA3_realB","TELECONTROLE_GUA3_realB","172.20.191.124","Desabilitado",""
"TELECONTROLE_GUA3_rgrB","TELECONTROLE_GUA3_rgrB","172.20.191.125","Desabilitado",""
"TELECONTROLE_GUA_rgrA","TELECONTROLE_GUA_rgrA","172.20.208.253","Desabilitado",""
"TELECONTROLE_GUA_redeB","TELECONTROLE_GUA_redeB","172.20.208.126","Desabilitado",""
"TELECONTROLE_GUA_realA","TELECONTROLE_GUA_realA","172.20.208.252","Desabilitado",""
"TELECONTROLE_GUA_realB","TELECONTROLE_GUA_realB","172.20.208.124","Desabilitado",""
"TELECONTROLE_GUO_rgrA","TELECONTROLE_GUO_rgrA","172.20.197.253","Desabilitado",""
"TELECONTROLE_GUO_realA","TELECONTROLE_GUO_realA","172.20.197.252","Desabilitado",""
"TELECONTROLE_GUO_rgrB","TELECONTROLE_GUO_rgrB","172.20.197.125","Desabilitado",""
"TELECONTROLE_GUO_realB","TELECONTROLE_GUO_realB","172.20.197.124","Desabilitado",""
"TELECONTROLE_IJU2_rgrA","TELECONTROLE_IJU2_rgrA","172.20.137.253","Desabilitado",""
"TELECONTROLE_IJU2_realA","TELECONTROLE_IJU2_realA","172.20.137.252","Desabilitado",""
"TELECONTROLE_IJU2_rgrB","TELECONTROLE_IJU2_rgrB","172.20.137.125","Desabilitado",""
"TELECONTROLE_IJU2_realB","TELECONTROLE_IJU2_realB","172.20.137.124","Desabilitado",""
"TELECONTROLE_IRN_rgrA","TELECONTROLE_IRN_rgrA","172.20.198.253","Desabilitado",""
"TELECONTROLE_IRN_realA","TELECONTROLE_IRN_realA","172.20.198.252","Desabilitado",""
"TELECONTROLE_IRN_rgrB","TELECONTROLE_IRN_rgrB","172.20.198.125","Desabilitado",""
"TELECONTROLE_IRN_realB","TELECONTROLE_IRN_realB","172.20.198.124","Desabilitado",""
"TELECONTROLE_ITJ_realA","TELECONTROLE_ITJ_realA","172.16.82.254","Desabilitado",""
"TELECONTROLE_ITJ_rgrA","TELECONTROLE_ITJ_rgrA","172.16.82.253","Desabilitado",""
"TELECONTROLE_ITJ_redeB","TELECONTROLE_ITJ_redeB","172.16.82.188","Desabilitado",""
"TELECONTROLE_ITJ_rgrB","TELECONTROLE_ITJ_rgrB","172.16.82.189","Desabilitado",""
"TELECONTROLE_ITR_realA","TELECONTROLE_ITR_realA","172.20.27.252","Desabilitado",""
"TELECONTROLE_ITR_realB","TELECONTROLE_ITR_realB","172.20.26.252","Desabilitado",""
"TELECONTROLE_ITR_rgrB","TELECONTROLE_ITR_rgrB","172.20.26.253","Desabilitado",""
"TELECONTROLE_ITR_rgrA","TELECONTROLE_ITR_rgrA","172.20.27.253","Desabilitado",""
